DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
2597	__label1__	4	N	Home Entertainment	B0075Z2SMG	Toshiba 40E220U 40-Inch 1080p 60Hz LCD HDTV (Black) (2012 Model)	looks good	I did not get a manual with the TV and there were already some channels pre-set. These do not align with channels in my area. I'm also having issues just getting reception so all in all I cannot even use the TV yet. What picture I have seen on the set looks good.
2598	__label1__	4	N	Furniture	B00LQTS268	NEW 20" X 120" Blue Colored Striped Extra Long Nonslip Floor Runner Rug *Made in Usa*	Stylish	This floor runner is a stylish piece. It has added good décor to my living room. Its appearance is same as what is displayed;. The anti-skid option is correct- it has good grip.
2599	__label1__	3	N	Tools	B003R0LSMO	Gerber Bear Grylls Ultimate Knife, Serrated Edge [31-000751]	sharpener is a little off and it scratches the paint.	A little bigger than expected. Very sharp and decent price for what you get. A little disappointed with the paint over the knife and the knife sharpener. The angle on the sharpener is a little off and it scratches the paint.
2600	__label1__	3	N	Toys	B000PC51LQ	Learning Resources Smart Splash Sail Away Shapes	Fun time bath time	I will agree with the other reviewers about the floating problems . Aside from that, they are perfect for the bath, my daughter really really wanted a sail boat for the bath.
2601	__label1__	2	N	Grocery	B006ZQ1TF8	GreenMax Boba Milk Tea Powder 24.5 Oz - Green Tea Flavor	powdery not much green tea flavor	Purchased this at chinese market for under 7 bucks so this is a rip, although they may have to compensate for shipping.<br />It is not much of a green tea powder taste however, mostly milky tea.
2602	__label1__	4	N	Video DVD	B00NB83DSO	Boom! The Baby Boomer Workout - Physical Fitness and Toning Exercises, Workouts, Training Video and Workout Routines for Baby Boomers and Active Seniors to Help Them Improve Posture, Maintain Balance, Mobility, Lose Weight and Ensure Optimal Strength and Fitness	... Pilates instructor so I figured this might be a good video to get so that I may tell some ...	I'm a Pilates instructor so I figured this might be a good video to get so that I may tell some of my baby boomer clients to buy it.  It is very suitable for the boomer population that need basic exercises.  The pictures and descriptions of the muscles being worked was kind of neat.  I would not purchase this DVD if you are already super in shape and can do reformer Pilates.  Otherwise it's worth the $12.99.
2603	__label1__	4	N	Furniture	B003UVCWMU	Ultra Stop Non-Slip Indoor Rug Pad, Size: 5' x 8' Rug Pad	they are secure	My new area rugs would not stay in place. But after I purchased the rug pads made especially for carpet, they are secure, not trying to roll up or slide with me.
2604	__label1__	2	N	Kitchen	B00629JQ58	Hamilton Beach Countertop Oven with Convection and Rotisserie, Standard Packaging	glass door exploded	I used this oven four times in the week I had it. One morning I was using it to cook breakfast when the glass door exploded into bits all over the counter. I contacted Hamilton Beach but they don't seem very concerned about it nor have a solution other than a replacement after I send in the defective model and wait three weeks.
2605	__label1__	1	N	PC	B003Y5RYNY	TP-Link N450 Wireless Wi-Fi Router, Up to 450Mbps (TL-WR940N) - V3	Clearly something isn't right	The price of the router should have been a giveaway but I was hoping to upgrade from the cheap router I had originally. I saw the good reviews and hoped I would get an increase in performance from my internet.<br /><br />What I actually got was a smaller signal and lower speeds that I originally had before. I'm not an expert but I don't see how that is possible based on what the people said giving this 5 stars.<br /><br />I dealt with this router for a while before finally I had enough and did some research. I ended up finding a router that was a BIG difference in quality and performance.<br /><br />I get full connection anywhere in my three story house as well as even outside. I love it!<br /><br />I got it here on Amazon ----------&#62; http://amzn.to/1nixMuc<br /><br />It is probably one of the best investments I've ever made! If it's not for you, at least I could share my experience!
2606	__label1__	1	N	Luggage	B00PS6WJTG	Hide 1858 Tm Leather Handmade Vintage Style 2 in 1 Backpack	Worst of all is the smell	Very poorly made, stitching all over the place and already coming apart.<br />Worst of all is the smell. It stinks of a dead animal for 3 weeks
2607	__label1__	1	N	Pet Products	B00W6ZHZMI	Petrainer PET998DBB2 Dog Shock Collar Waterproof and Rechargeable 330yd Remote Dog Training Collar with Beep/Vibra/Shock Electric E-collar	Burned skin.	We are very disappointed with this product. Lithium chemical battery leaked and causes a nasty burn on my dog's neck.
2608	__label1__	1	N	Electronics	B0036VO2B8	C2G / Cables to Go Audio Unlimited Premium 900MHz Wireless Indoor/Outdoor 2 Speaker System with Remote and Dual Power Transmitter, Black (SPK-VELO-003)	Crappy sound	Don't buy these speakers if you want decent sound quality. These speakers sound like my clock radio. Very cheaply made.
2609	__label1__	3	N	Musical Instruments	B000BUDR68	Silvertone SD3000PAK NA Acoustic Guitar Pack - Natural	It is a good guitar	This product was well worth the money! If you are just starting out I recommend this guitar. For beginners make sure to change string after a lot of use. It is a good guitar!
2610	__label1__	4	N	Shoes	B00265M80W	Ray-Ban RB4105 Folding Wayfarer Square Sunglasses, Light Havana & Crystal Brown, 50 mm	Sunglasses	They don't look bad but definitely different than expected. I would prefer them to be uniformly dark, but for what I paid it doesnt really matter to me.
2611	__label1__	3	N	Shoes	B003GXG31S	Baggallini Carryon Rolling Travel Tote, Charcoal, One Size	Everything else is fabulous!	This bag is modern looking with many pockets and pouches to store everything my little one will need. It comes with a bag for dirty/wet laundry and a changing pad. The only thing I wasn't 100% happy about was that the colour I wanted wasn't available. Everything else is fabulous!
2612	__label1__	4	N	Video DVD	0767836324	Hook	hook	this is the best dvd for the kids. they really loved it this movie kept their eyes glued to the screen it really made a big difference to them happy they watched it.
2613	__label1__	3	N	Pet Products	B003TUNVXG	ASPEN PET 20 X 16 SOFA BED WITH PILLOW (Colors may vary)	okay	I have a new puppy. This dog bed is quite okay..<br />I have the black and white color but I really want a color black because it's easier to clean.<br />My puppy always sleeps on it, that's all.
2614	__label1__	4	N	Outdoors	B0030RSDYU	Schwinn Thrasher Adult Helmet with rear tail light.	great for a newby	The only reason I can't rate it a 5 star is because I have not crash tested it. This is my first helmet and it is very confortable and styling. It adjusts well to fit your size and head shape
2615	__label1__	2	N	PC	B004LXK8LI	Viewsonic VX2453MH-LED 24-Inch Ultra-thin Widescreen LED Monitor - Black	Reading small print is horrible.........	I am utterly disappointed in this monitor, as it blurs everything. Reading small print is horrible. No idea how people cope with this! Don't buy this if you want to use it for any reading or writing on your computer, or any art making!
2616	__label1__	2	N	PC	B003O8J11E	Cooler Master Elite 430 Mid-Tower Computer Case RC-430-KWN1, All-Black Interior	this start ware is only temporarily	I thought the duel core would make be faster in processing, but I was wrong. I'm still having the same problem with this computer as with my recent replaced computer. Also I thought the computer comes with an already loaded startup ware, but was disappointed to find out that this start ware is only temporarily.
2617	__label1__	1	N	Grocery	B003V5HEXC	TEECCINO TEE-BAG,OG2,CHOC HERB, 10 BAG	Simply terrible	I tried to give this one a chance even when none of my friends liked it and even when my husband couldn't stand a single sip. However, it just was not meant to be since it's just not our cup of – whatever this is...
2618	__label1__	4	N	Apparel	B00KVFMTAS	Arus Women's Adjustable Closure on Chest Turkish Cotton Spa Shower Bath Wrap L/XL Navy Blue	Great Towels!	These are wonderful and a great price and I will be buying more soon. Highly recommend these! Also they are holding up very well.
2619	__label1__	3	N	Outdoors	B000FI6XGC	Topeak Pocket Rocket Master Blaster Bike Pump	Topeak	It takes about 200 pumps to get a completely flat 26" x 2.1 tube to 45 pounds. It locks on to presta valves very easily and stays connected while pumping. It's not the best pump if you are in a hurry, but perfect for an emergency along the trail.
2620	__label1__	3	N	Video DVD	B00BEZTMQ8	The Hobbit: An Unexpected Journey (Blu-ray)	Too Long	The all mighty dollar wins again, as they stretched them out to make more money with all kinds of filler. Good but could have been so much better.
2621	__label1__	4	N	Home Improvement	B000VK0DRY	Instant Immersion Heater Portable Beverage Warmer Coffee Water	Quick Heat Immersion Rod	it's nice and handy with quick heat, a bucket full of water gets bathing temperature within 5 minutes. very handy when time is short for heat.
2622	__label1__	4	N	Watches	B001XUR5RC	Joshua and Sons Men's JS-28-01 Dazzling Diamond Chronograph Watch	Certainly gets attention	As a piece of fun "costume" jewelry, this can't be beat. It certainly gets attention, but is a little cumbersome on the wrist. I certainly wouldn't recommend it for daily wear. And for all its massive size, it is still difficult to read the time as the hands are the same color as the face.
2623	__label1__	2	N	Kitchen	B0000DDU2O	Corelle Livingware 16-Piece Dinnerware Set, Classic Cafe Blue, Service for 4	so poor quality	I bought the plates as additions for when we had a lot of company over for dinner. They chip very easily on the corners. I do not wash them in he dishwasher I simply wash by hand and almost all of them have chips on the corners. I do not recommend buying these.
